zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
27006,35.94352,-80.43673,Advance,NC,North Carolina,TRUE,,15825,97.3,37059,Davie,"{""37059"": 100}",Davie,37059,FALSE,FALSE,America/New_York
27007,36.38799,-80.59144,Ararat,NC,North Carolina,TRUE,,2187,41,37171,Surry,"{""37171"": 100}",Surry,37171,FALSE,FALSE,America/New_York
27009,36.23089,-80.07927,Belews Creek,NC,North Carolina,TRUE,,3486,81.5,37067,Forsyth,"{""37067"": 90.74, ""37169"": 9.26}",Forsyth|Stokes,37067|37169,FALSE,FALSE,America/New_York
27011,36.21649,-80.69728,Boonville,NC,North Carolina,TRUE,,4853,36.4,37197,Yadkin,"{""37197"": 100}",Yadkin,37197,FALSE,FALSE,America/New_York
27012,36.00434,-80.37547,Clemmons,NC,North Carolina,TRUE,,28173,259,37067,Forsyth,"{""37067"": 62.13, ""37057"": 37.87}",Forsyth|Davidson,37067|37057,FALSE,FALSE,America/New_York
27013,35.75633,-80.70235,Cleveland,NC,North Carolina,TRUE,,6740,34.5,37159,Rowan,"{""37159"": 80.7, ""37097"": 19.3}",Rowan|Iredell,37159|37097,FALSE,FALSE,America/New_York
27014,35.8121,-80.55508,Cooleemee,NC,North Carolina,TRUE,,803,497.3,37059,Davie,"{""37059"": 100}",Davie,37059,FALSE,FALSE,America/New_York
27016,36.44318,-80.2219,Danbury,NC,North Carolina,TRUE,,1759,15.2,37169,Stokes,"{""37169"": 100}",Stokes,37169,FALSE,FALSE,America/New_York
27017,36.38141,-80.76052,Dobson,NC,North Carolina,TRUE,,9271,33,37171,Surry,"{""37171"": 100}",Surry,37171,FALSE,FALSE,America/New_York
27018,36.1978,-80.52096,East Bend,NC,North Carolina,TRUE,,7701,36.1,37197,Yadkin,"{""37197"": 100}",Yadkin,37197,FALSE,FALSE,America/New_York
27019,36.28604,-80.23548,Germanton,NC,North Carolina,TRUE,,3391,36.6,37169,Stokes,"{""37169"": 68.23, ""37067"": 31.77}",Stokes|Forsyth,37169|37067,FALSE,FALSE,America/New_York
27020,36.1047,-80.81272,Hamptonville,NC,North Carolina,TRUE,,5747,29.1,37197,Yadkin,"{""37197"": 78.34, ""37097"": 13.92, ""37193"": 7.74}",Yadkin|Iredell|Wilkes,37197|37097|37193,FALSE,FALSE,America/New_York
27021,36.31859,-80.3386,King,NC,North Carolina,TRUE,,16678,119.8,37169,Stokes,"{""37169"": 99.31, ""37067"": 0.69}",Stokes|Forsyth,37169|37067,FALSE,FALSE,America/New_York
27022,36.51409,-80.21739,Lawsonville,NC,North Carolina,TRUE,,1081,12.6,37169,Stokes,"{""37169"": 100}",Stokes,37169,FALSE,FALSE,America/New_York
27023,36.09103,-80.45101,Lewisville,NC,North Carolina,TRUE,,13651,189.9,37067,Forsyth,"{""37067"": 100}",Forsyth,37067,FALSE,FALSE,America/New_York
27024,36.52399,-80.84027,Lowgap,NC,North Carolina,TRUE,,2243,19.9,37171,Surry,"{""37171"": 100}",Surry,37171,FALSE,FALSE,America/New_York
27025,36.3771,-79.97148,Madison,NC,North Carolina,TRUE,,12000,47.4,37157,Rockingham,"{""37157"": 71.89, ""37169"": 28.11}",Rockingham|Stokes,37157|37169,FALSE,FALSE,America/New_York
27027,36.4456,-79.98883,Mayodan,NC,North Carolina,TRUE,,4209,76.8,37157,Rockingham,"{""37157"": 100}",Rockingham,37157,FALSE,FALSE,America/New_York
27028,35.92433,-80.5742,Mocksville,NC,North Carolina,TRUE,,26025,52.1,37059,Davie,"{""37059"": 99.38, ""37097"": 0.62}",Davie|Iredell,37059|37097,FALSE,FALSE,America/New_York
27030,36.48836,-80.63013,Mount Airy,NC,North Carolina,TRUE,,37035,83.9,37171,Surry,"{""37171"": 95.73, ""37169"": 4.27}",Surry|Stokes,37171|37169,FALSE,FALSE,America/New_York
27040,36.16869,-80.38969,Pfafftown,NC,North Carolina,TRUE,,12778,187,37067,Forsyth,"{""37067"": 100}",Forsyth,37067,FALSE,FALSE,America/New_York
27041,36.41539,-80.48465,Pilot Mountain,NC,North Carolina,TRUE,,7475,47.8,37171,Surry,"{""37171"": 81.38, ""37169"": 18.62}",Surry|Stokes,37171|37169,FALSE,FALSE,America/New_York
27042,36.34177,-80.05434,Pine Hall,NC,North Carolina,TRUE,,177,9.5,37169,Stokes,"{""37169"": 100}",Stokes,37169,FALSE,FALSE,America/New_York
27043,36.33709,-80.44917,Pinnacle,NC,North Carolina,TRUE,,7224,40.8,37169,Stokes,"{""37169"": 52.27, ""37171"": 47.09, ""37067"": 0.64}",Stokes|Surry|Forsyth,37169|37171|37067,FALSE,FALSE,America/New_York
27045,36.23482,-80.29614,Rural Hall,NC,North Carolina,TRUE,,9906,163.7,37067,Forsyth,"{""37067"": 91.48, ""37169"": 8.52}",Forsyth|Stokes,37067|37169,FALSE,FALSE,America/New_York
27046,36.49228,-80.09223,Sandy Ridge,NC,North Carolina,TRUE,,2295,20.5,37169,Stokes,"{""37169"": 100}",Stokes,37169,FALSE,FALSE,America/New_York
27047,36.31178,-80.57786,Siloam,NC,North Carolina,TRUE,,1307,24.6,37171,Surry,"{""37171"": 100}",Surry,37171,FALSE,FALSE,America/New_York
27048,36.47611,-79.91295,Stoneville,NC,North Carolina,TRUE,,8324,38.6,37157,Rockingham,"{""37157"": 98.59, ""51089"": 1.41}",Rockingham|Henry,37157|51089,FALSE,FALSE,America/New_York
27050,36.23608,-80.40116,Tobaccoville,NC,North Carolina,TRUE,,3803,58.7,37067,Forsyth,"{""37067"": 87.0, ""37169"": 13.0}",Forsyth|Stokes,37067|37169,FALSE,FALSE,America/New_York
27051,36.18728,-80.16012,Walkertown,NC,North Carolina,TRUE,,8031,169.3,37067,Forsyth,"{""37067"": 100}",Forsyth,37067,FALSE,FALSE,America/New_York
27052,36.32259,-80.14552,Walnut Cove,NC,North Carolina,TRUE,,10726,41.8,37169,Stokes,"{""37169"": 89.04, ""37067"": 10.96}",Stokes|Forsyth,37169|37067,FALSE,FALSE,America/New_York
27053,36.47317,-80.34989,Westfield,NC,North Carolina,TRUE,,3025,16.8,37169,Stokes,"{""37169"": 96.53, ""37171"": 3.47}",Stokes|Surry,37169|37171,FALSE,FALSE,America/New_York
27054,35.79304,-80.59833,Woodleaf,NC,North Carolina,TRUE,,2017,27,37159,Rowan,"{""37159"": 100}",Rowan,37159,FALSE,FALSE,America/New_York
27055,36.11382,-80.63586,Yadkinville,NC,North Carolina,TRUE,,14997,52.1,37197,Yadkin,"{""37197"": 96.96, ""37059"": 1.73, ""37097"": 1.31}",Yadkin|Davie|Iredell,37197|37059|37097,FALSE,FALSE,America/New_York
27101,36.11204,-80.19889,Winston Salem,NC,North Carolina,TRUE,,20831,644.6,37067,Forsyth,"{""37067"": 100}",Forsyth,37067,FALSE,FALSE,America/New_York
27103,36.05822,-80.32125,Winston Salem,NC,North Carolina,TRUE,,34970,725.3,37067,Forsyth,"{""37067"": 100}",Forsyth,37067,FALSE,FALSE,America/New_York
27104,36.09465,-80.32501,Winston Salem,NC,North Carolina,TRUE,,30256,943.2,37067,Forsyth,"{""37067"": 100}",Forsyth,37067,FALSE,FALSE,America/New_York
27105,36.16294,-80.23521,Winston Salem,NC,North Carolina,TRUE,,41043,469.9,37067,Forsyth,"{""37067"": 100}",Forsyth,37067,FALSE,FALSE,America/New_York
27106,36.14255,-80.3228,Winston Salem,NC,North Carolina,TRUE,,48823,662.1,37067,Forsyth,"{""37067"": 100}",Forsyth,37067,FALSE,FALSE,America/New_York
27107,36.01488,-80.17819,Winston Salem,NC,North Carolina,TRUE,,50384,293.9,37057,Davidson,"{""37057"": 52.5, ""37067"": 47.5}",Davidson|Forsyth,37057|37067,FALSE,FALSE,America/New_York
27109,36.13371,-80.27539,Winston Salem,NC,North Carolina,TRUE,,2547,3231,37067,Forsyth,"{""37067"": 100}",Forsyth,37067,FALSE,FALSE,America/New_York
27110,36.08919,-80.225,Winston Salem,NC,North Carolina,TRUE,,2421,5112.6,37067,Forsyth,"{""37067"": 100}",Forsyth,37067,FALSE,FALSE,America/New_York
27127,36.02028,-80.27847,Winston Salem,NC,North Carolina,TRUE,,41958,551.8,37067,Forsyth,"{""37067"": 81.55, ""37057"": 18.45}",Forsyth|Davidson,37067|37057,FALSE,FALSE,America/New_York
27201,36.03258,-79.48418,Alamance,NC,North Carolina,TRUE,,121,213.8,37001,Alamance,"{""37001"": 100}",Alamance,37001,FALSE,FALSE,America/New_York
27202,36.18565,-79.50594,Altamahaw,NC,North Carolina,TRUE,,110,2381.2,37001,Alamance,"{""37001"": 100}",Alamance,37001,FALSE,FALSE,America/New_York
27203,35.73253,-79.78857,Asheboro,NC,North Carolina,TRUE,,21982,377.4,37151,Randolph,"{""37151"": 100}",Randolph,37151,FALSE,FALSE,America/New_York
27205,35.6399,-79.85094,Asheboro,NC,North Carolina,TRUE,,35933,62,37151,Randolph,"{""37151"": 100}",Randolph,37151,FALSE,FALSE,America/New_York
27207,35.6064,-79.38893,Bear Creek,NC,North Carolina,TRUE,,3726,16.6,37037,Chatham,"{""37037"": 100}",Chatham,37037,FALSE,FALSE,America/New_York
27208,35.56246,-79.54231,Bennett,NC,North Carolina,TRUE,,1615,15.2,37037,Chatham,"{""37037"": 52.95, ""37151"": 38.65, ""37125"": 8.4}",Chatham|Randolph|Moore,37037|37151|37125,FALSE,FALSE,America/New_York
27209,35.34254,-79.74936,Biscoe,NC,North Carolina,TRUE,,4521,37.4,37123,Montgomery,"{""37123"": 68.46, ""37125"": 31.54}",Montgomery|Moore,37123|37125,FALSE,FALSE,America/New_York
27212,36.46207,-79.27976,Blanch,NC,North Carolina,TRUE,,2084,15.6,37033,Caswell,"{""37033"": 100}",Caswell,37033,FALSE,FALSE,America/New_York
27213,35.6473,-79.40454,Bonlee,NC,North Carolina,TRUE,,60,37,37037,Chatham,"{""37037"": 100}",Chatham,37037,FALSE,FALSE,America/New_York
27214,36.21407,-79.68283,Browns Summit,NC,North Carolina,TRUE,,13510,101.7,37081,Guilford,"{""37081"": 89.07, ""37157"": 10.93}",Guilford|Rockingham,37081|37157,FALSE,FALSE,America/New_York
27215,36.03055,-79.48729,Burlington,NC,North Carolina,TRUE,,45982,281.5,37001,Alamance,"{""37001"": 88.5, ""37081"": 11.5}",Alamance|Guilford,37001|37081,FALSE,FALSE,America/New_York
27217,36.19221,-79.38404,Burlington,NC,North Carolina,TRUE,,40036,125.5,37001,Alamance,"{""37001"": 82.77, ""37033"": 17.23}",Alamance|Caswell,37001|37033,FALSE,FALSE,America/New_York
27229,35.24853,-79.79873,Candor,NC,North Carolina,TRUE,,3174,13.5,37123,Montgomery,"{""37123"": 97.25, ""37153"": 2.75}",Montgomery|Richmond,37123|37153,FALSE,FALSE,America/New_York
27231,36.20455,-79.17268,Cedar Grove,NC,North Carolina,TRUE,,2221,24.5,37135,Orange,"{""37135"": 97.23, ""37033"": 1.65, ""37145"": 1.12}",Orange|Caswell|Person,37135|37033|37145,FALSE,FALSE,America/New_York
27233,35.8882,-79.6988,Climax,NC,North Carolina,TRUE,,3068,48.6,37151,Randolph,"{""37151"": 66.48, ""37081"": 33.52}",Randolph|Guilford,37151|37081,FALSE,FALSE,America/New_York
27235,36.09734,-80.00871,Colfax,NC,North Carolina,TRUE,,5068,147.1,37081,Guilford,"{""37081"": 100}",Guilford,37081,FALSE,FALSE,America/New_York
27239,35.60566,-80.09024,Denton,NC,North Carolina,TRUE,,7681,19.1,37057,Davidson,"{""37057"": 60.4, ""37151"": 39.6}",Davidson|Randolph,37057|37151,FALSE,FALSE,America/New_York
27242,35.33645,-79.63761,Eagle Springs,NC,North Carolina,TRUE,,1271,9.7,37125,Moore,"{""37125"": 100}",Moore,37125,FALSE,FALSE,America/New_York
27243,36.07821,-79.1945,Efland,NC,North Carolina,TRUE,,5121,49.1,37135,Orange,"{""37135"": 100}",Orange,37135,FALSE,FALSE,America/New_York
27244,36.21402,-79.48747,Elon,NC,North Carolina,TRUE,,16092,115.5,37001,Alamance,"{""37001"": 47.03, ""37033"": 41.59, ""37081"": 11.37}",Alamance|Caswell|Guilford,37001|37033|37081,FALSE,FALSE,America/New_York
27247,35.46096,-79.78784,Ether,NC,North Carolina,TRUE,,228,42.4,37123,Montgomery,"{""37123"": 100}",Montgomery,37123,FALSE,FALSE,America/New_York
27248,35.78916,-79.70953,Franklinville,NC,North Carolina,TRUE,,4211,47.3,37151,Randolph,"{""37151"": 100}",Randolph,37151,FALSE,FALSE,America/New_York
27249,36.16014,-79.58134,Gibsonville,NC,North Carolina,TRUE,,12643,81.6,37081,Guilford,"{""37081"": 79.77, ""37001"": 8.89, ""37157"": 8.28, ""37033"": 3.06}",Guilford|Alamance|Rockingham|Caswell,37081|37001|37157|37033,FALSE,FALSE,America/New_York
27252,35.56033,-79.35563,Goldston,NC,North Carolina,TRUE,,1485,15.5,37037,Chatham,"{""37037"": 100}",Chatham,37037,FALSE,FALSE,America/New_York
27253,35.96239,-79.34581,Graham,NC,North Carolina,TRUE,,31282,147.5,37001,Alamance,"{""37001"": 100}",Alamance,37001,FALSE,FALSE,America/New_York
27256,35.56058,-79.2725,Gulf,NC,North Carolina,TRUE,,58,20.1,37037,Chatham,"{""37037"": 100}",Chatham,37037,FALSE,FALSE,America/New_York
27258,36.03401,-79.32623,Haw River,NC,North Carolina,TRUE,,7319,150.6,37001,Alamance,"{""37001"": 100}",Alamance,37001,FALSE,FALSE,America/New_York
27259,35.49149,-79.52624,Highfalls,NC,North Carolina,TRUE,,114,32.3,37125,Moore,"{""37125"": 100}",Moore,37125,FALSE,FALSE,America/New_York
27260,35.95473,-79.98697,High Point,NC,North Carolina,TRUE,,24878,776,37081,Guilford,"{""37081"": 96.49, ""37151"": 3.51}",Guilford|Randolph,37081|37151,FALSE,FALSE,America/New_York
27262,35.96191,-80.03845,High Point,NC,North Carolina,TRUE,,25652,750.9,37081,Guilford,"{""37081"": 66.52, ""37057"": 32.84, ""37151"": 0.64}",Guilford|Davidson|Randolph,37081|37057|37151,FALSE,FALSE,America/New_York
27263,35.90931,-79.93829,High Point,NC,North Carolina,TRUE,,21597,213.6,37151,Randolph,"{""37151"": 61.04, ""37081"": 38.96}",Randolph|Guilford,37151|37081,FALSE,FALSE,America/New_York
27265,36.00947,-80.03272,High Point,NC,North Carolina,TRUE,,50977,474.3,37081,Guilford,"{""37081"": 59.39, ""37057"": 37.67, ""37067"": 2.94}",Guilford|Davidson|Forsyth,37081|37057|37067,FALSE,FALSE,America/New_York
27268,35.97139,-79.99471,High Point,NC,North Carolina,TRUE,,995,3731.1,37081,Guilford,"{""37081"": 100}",Guilford,37081,FALSE,FALSE,America/New_York
27278,36.08673,-79.08778,Hillsborough,NC,North Carolina,TRUE,,28048,104.4,37135,Orange,"{""37135"": 95.99, ""37063"": 4.01}",Orange|Durham,37135|37063,FALSE,FALSE,America/New_York
27281,35.18538,-79.62689,Jackson Springs,NC,North Carolina,TRUE,,3271,18.5,37125,Moore,"{""37125"": 58.76, ""37123"": 28.99, ""37153"": 12.25}",Moore|Montgomery|Richmond,37125|37123|37153,FALSE,FALSE,America/New_York
27282,35.99656,-79.92869,Jamestown,NC,North Carolina,TRUE,,15365,403,37081,Guilford,"{""37081"": 100}",Guilford,37081,FALSE,FALSE,America/New_York
27283,35.95293,-79.63621,Julian,NC,North Carolina,TRUE,,3285,49.2,37081,Guilford,"{""37081"": 98.54, ""37151"": 1.46}",Guilford|Randolph,37081|37151,FALSE,FALSE,America/New_York
27284,36.11818,-80.07794,Kernersville,NC,North Carolina,TRUE,,56773,278.2,37067,Forsyth,"{""37067"": 82.89, ""37081"": 14.39, ""37057"": 2.72}",Forsyth|Guilford|Davidson,37067|37081|37057,FALSE,FALSE,America/New_York
27288,36.49812,-79.74587,Eden,NC,North Carolina,TRUE,,23604,127.6,37157,Rockingham,"{""37157"": 100}",Rockingham,37157,FALSE,FALSE,America/New_York
27291,36.40173,-79.16679,Leasburg,NC,North Carolina,TRUE,,1115,8.5,37033,Caswell,"{""37033"": 68.4, ""37145"": 31.6}",Caswell|Person,37033|37145,FALSE,FALSE,America/New_York
27292,35.73469,-80.20845,Lexington,NC,North Carolina,TRUE,,40338,108.2,37057,Davidson,"{""37057"": 99.36, ""37151"": 0.64}",Davidson|Randolph,37057|37151,FALSE,FALSE,America/New_York
27295,35.86756,-80.31623,Lexington,NC,North Carolina,TRUE,,38895,117.7,37057,Davidson,"{""37057"": 100}",Davidson,37057,FALSE,FALSE,America/New_York
27298,35.88563,-79.56816,Liberty,NC,North Carolina,TRUE,,11154,45.4,37151,Randolph,"{""37151"": 44.39, ""37001"": 30.87, ""37081"": 23.74, ""37037"": 1.0}",Randolph|Alamance|Guilford|Chatham,37151|37001|37081|37037,FALSE,FALSE,America/New_York
27299,35.75131,-80.38402,Linwood,NC,North Carolina,TRUE,,5260,73.9,37057,Davidson,"{""37057"": 100}",Davidson,37057,FALSE,FALSE,America/New_York
27301,36.11512,-79.66755,McLeansville,NC,North Carolina,TRUE,,10148,117.7,37081,Guilford,"{""37081"": 100}",Guilford,37081,FALSE,FALSE,America/New_York
27302,36.13749,-79.2647,Mebane,NC,North Carolina,TRUE,,34394,115.8,37001,Alamance,"{""37001"": 41.01, ""37135"": 35.99, ""37033"": 23.0}",Alamance|Orange|Caswell,37001|37135|37033,FALSE,FALSE,America/New_York
27305,36.52029,-79.22553,Milton,NC,North Carolina,TRUE,,1774,26.8,37033,Caswell,"{""37033"": 97.49, ""37145"": 2.51}",Caswell|Person,37033|37145,FALSE,FALSE,America/New_York
27306,35.22098,-79.97685,Mount Gilead,NC,North Carolina,TRUE,,5501,11.5,37123,Montgomery,"{""37123"": 77.29, ""37153"": 22.71}",Montgomery|Richmond,37123|37153,FALSE,FALSE,America/New_York
27310,36.17294,-79.99159,Oak Ridge,NC,North Carolina,TRUE,,8571,184.5,37081,Guilford,"{""37081"": 100}",Guilford,37081,FALSE,FALSE,America/New_York
27311,36.48137,-79.47577,Pelham,NC,North Carolina,TRUE,,3766,29.6,37033,Caswell,"{""37033"": 81.88, ""37157"": 18.12}",Caswell|Rockingham,37033|37157,FALSE,FALSE,America/New_York
27312,35.75446,-79.19648,Pittsboro,NC,North Carolina,TRUE,,22972,51.9,37037,Chatham,"{""37037"": 99.37, ""37001"": 0.63}",Chatham|Alamance,37037|37001,FALSE,FALSE,America/New_York
27313,35.92892,-79.75142,Pleasant Garden,NC,North Carolina,TRUE,,6784,93.7,37081,Guilford,"{""37081"": 69.83, ""37151"": 30.17}",Guilford|Randolph,37081|37151,FALSE,FALSE,America/New_York
27314,36.29072,-79.18594,Prospect Hill,NC,North Carolina,TRUE,,642,10.1,37033,Caswell,"{""37033"": 100}",Caswell,37033,FALSE,FALSE,America/New_York
27315,36.50613,-79.39173,Providence,NC,North Carolina,TRUE,,1590,23.9,37033,Caswell,"{""37033"": 100}",Caswell,37033,FALSE,FALSE,America/New_York
27316,35.68996,-79.62366,Ramseur,NC,North Carolina,TRUE,,7270,41.5,37151,Randolph,"{""37151"": 100}",Randolph,37151,FALSE,FALSE,America/New_York
27317,35.83809,-79.80376,Randleman,NC,North Carolina,TRUE,,18092,129.1,37151,Randolph,"{""37151"": 95.15, ""37081"": 4.85}",Randolph|Guilford,37151|37081,FALSE,FALSE,America/New_York
27320,36.3434,-79.6599,Reidsville,NC,North Carolina,TRUE,,37213,58.7,37157,Rockingham,"{""37157"": 87.72, ""37033"": 12.03, ""37081"": 0.25}",Rockingham|Caswell|Guilford,37157|37033|37081,FALSE,FALSE,America/New_York
27325,35.46236,-79.57249,Robbins,NC,North Carolina,TRUE,,7281,34,37125,Moore,"{""37125"": 98.84, ""37151"": 1.16}",Moore|Randolph,37125|37151,FALSE,FALSE,America/New_York
27326,36.45542,-79.55867,Ruffin,NC,North Carolina,TRUE,,3433,20.4,37157,Rockingham,"{""37157"": 68.8, ""37033"": 31.2}",Rockingham|Caswell,37157|37033,FALSE,FALSE,America/New_York
27330,35.51624,-79.18394,Sanford,NC,North Carolina,TRUE,,40657,74.5,37105,Lee,"{""37105"": 83.37, ""37037"": 8.42, ""37125"": 6.11, ""37085"": 2.1}",Lee|Chatham|Moore|Harnett,37105|37037|37125|37085,FALSE,FALSE,America/New_York
27332,35.37836,-79.13599,Sanford,NC,North Carolina,TRUE,,33892,122.2,37105,Lee,"{""37105"": 64.17, ""37085"": 35.83}",Lee|Harnett,37105|37085,FALSE,FALSE,America/New_York
27340,35.94557,-79.31141,Saxapahaw,NC,North Carolina,TRUE,,40,43.5,37001,Alamance,"{""37001"": 100}",Alamance,37001,FALSE,FALSE,America/New_York
27341,35.52467,-79.70014,Seagrove,NC,North Carolina,TRUE,,4128,16.7,37151,Randolph,"{""37151"": 63.49, ""37125"": 28.68, ""37123"": 7.83}",Randolph|Moore|Montgomery,37151|37125|37123,FALSE,FALSE,America/New_York
27342,36.06641,-79.6186,Sedalia,NC,North Carolina,TRUE,,111,194.2,37081,Guilford,"{""37081"": 100}",Guilford,37081,FALSE,FALSE,America/New_York
27343,36.50229,-79.08892,Semora,NC,North Carolina,TRUE,,1510,12.5,37145,Person,"{""37145"": 77.45, ""37033"": 22.55}",Person|Caswell,37145|37033,FALSE,FALSE,America/New_York
27344,35.7289,-79.43366,Siler City,NC,North Carolina,TRUE,,18894,43.9,37037,Chatham,"{""37037"": 94.94, ""37151"": 5.06}",Chatham|Randolph,37037|37151,FALSE,FALSE,America/New_York
27349,35.89845,-79.41202,Snow Camp,NC,North Carolina,TRUE,,6347,38.5,37001,Alamance,"{""37001"": 91.34, ""37037"": 8.66}",Alamance|Chatham,37001|37037,FALSE,FALSE,America/New_York
27350,35.80631,-79.88917,Sophia,NC,North Carolina,TRUE,,5603,59.4,37151,Randolph,"{""37151"": 100}",Randolph,37151,FALSE,FALSE,America/New_York
27351,35.65976,-80.26786,Southmont,NC,North Carolina,TRUE,,222,424.1,37057,Davidson,"{""37057"": 100}",Davidson,37057,FALSE,FALSE,America/New_York
27355,35.78859,-79.5678,Staley,NC,North Carolina,TRUE,,2709,30.3,37151,Randolph,"{""37151"": 68.49, ""37037"": 31.51}",Randolph|Chatham,37151|37037,FALSE,FALSE,America/New_York
27356,35.43991,-79.7982,Star,NC,North Carolina,TRUE,,3020,20.6,37123,Montgomery,"{""37123"": 78.79, ""37125"": 21.21}",Montgomery|Moore,37123|37125,FALSE,FALSE,America/New_York
27357,36.26844,-79.97641,Stokesdale,NC,North Carolina,TRUE,,9384,84.9,37157,Rockingham,"{""37157"": 63.45, ""37081"": 36.42, ""37169"": 0.13}",Rockingham|Guilford|Stokes,37157|37081|37169,FALSE,FALSE,America/New_York
27358,36.22723,-79.88124,Summerfield,NC,North Carolina,TRUE,,15472,113.2,37081,Guilford,"{""37081"": 70.99, ""37157"": 29.01}",Guilford|Rockingham,37081|37157,FALSE,FALSE,America/New_York
27360,35.85684,-80.09987,Thomasville,NC,North Carolina,TRUE,,47432,207,37057,Davidson,"{""37057"": 87.83, ""37151"": 12.17}",Davidson|Randolph,37057|37151,FALSE,FALSE,America/New_York
27370,35.8116,-79.99133,Trinity,NC,North Carolina,TRUE,,14951,96.6,37151,Randolph,"{""37151"": 100}",Randolph,37151,FALSE,FALSE,America/New_York
27371,35.42489,-79.94912,Troy,NC,North Carolina,TRUE,,7628,20.5,37123,Montgomery,"{""37123"": 92.37, ""37151"": 7.63}",Montgomery|Randolph,37123|37151,FALSE,FALSE,America/New_York
27374,35.91752,-80.25777,Welcome,NC,North Carolina,TRUE,,260,156.6,37057,Davidson,"{""37057"": 100}",Davidson,37057,FALSE,FALSE,America/New_York
27376,35.25607,-79.53184,West End,NC,North Carolina,TRUE,,8915,50.2,37125,Moore,"{""37125"": 100}",Moore,37125,FALSE,FALSE,America/New_York
27377,36.03728,-79.60221,Whitsett,NC,North Carolina,TRUE,,9854,147.8,37081,Guilford,"{""37081"": 100}",Guilford,37081,FALSE,FALSE,America/New_York
27379,36.37653,-79.34653,Yanceyville,NC,North Carolina,TRUE,,4570,19.9,37033,Caswell,"{""37033"": 100}",Caswell,37033,FALSE,FALSE,America/New_York
27401,36.06995,-79.76724,Greensboro,NC,North Carolina,TRUE,,21253,1416.4,37081,Guilford,"{""37081"": 100}",Guilford,37081,FALSE,FALSE,America/New_York
27403,36.06406,-79.82538,Greensboro,NC,North Carolina,TRUE,,19553,1310,37081,Guilford,"{""37081"": 100}",Guilford,37081,FALSE,FALSE,America/New_York
27405,36.11373,-79.73463,Greensboro,NC,North Carolina,TRUE,,51962,639.5,37081,Guilford,"{""37081"": 100}",Guilford,37081,FALSE,FALSE,America/New_York
27406,35.9982,-79.76686,Greensboro,NC,North Carolina,TRUE,,64386,358.4,37081,Guilford,"{""37081"": 100}",Guilford,37081,FALSE,FALSE,America/New_York
27407,36.01124,-79.87588,Greensboro,NC,North Carolina,TRUE,,54257,711.4,37081,Guilford,"{""37081"": 100}",Guilford,37081,FALSE,FALSE,America/New_York
27408,36.10321,-79.81411,Greensboro,NC,North Carolina,TRUE,,16399,823.6,37081,Guilford,"{""37081"": 100}",Guilford,37081,FALSE,FALSE,America/New_York
27409,36.09242,-79.94431,Greensboro,NC,North Carolina,TRUE,,17070,331,37081,Guilford,"{""37081"": 100}",Guilford,37081,FALSE,FALSE,America/New_York
27410,36.11826,-79.89223,Greensboro,NC,North Carolina,TRUE,,54951,665.8,37081,Guilford,"{""37081"": 100}",Guilford,37081,FALSE,FALSE,America/New_York
27411,36.07665,-79.77157,Greensboro,NC,North Carolina,TRUE,,1697,4836.5,37081,Guilford,"{""37081"": 100}",Guilford,37081,FALSE,FALSE,America/New_York
27412,36.06903,-79.81062,Greensboro,NC,North Carolina,TRUE,,3101,4030.2,37081,Guilford,"{""37081"": 100}",Guilford,37081,FALSE,FALSE,America/New_York
27455,36.18283,-79.80794,Greensboro,NC,North Carolina,TRUE,,29259,393.3,37081,Guilford,"{""37081"": 100}",Guilford,37081,FALSE,FALSE,America/New_York
27501,35.48684,-78.68419,Angier,NC,North Carolina,TRUE,,22339,137.2,37085,Harnett,"{""37085"": 61.85, ""37101"": 37.33, ""37183"": 0.82}",Harnett|Johnston|Wake,37085|37101|37183,FALSE,FALSE,America/New_York
27502,35.72123,-78.90828,Apex,NC,North Carolina,TRUE,,47943,653.4,37183,Wake,"{""37183"": 79.53, ""37037"": 20.47}",Wake|Chatham,37183|37037,FALSE,FALSE,America/New_York
27503,36.15832,-78.87757,Bahama,NC,North Carolina,TRUE,,6030,61.7,37063,Durham,"{""37063"": 100}",Durham,37063,FALSE,FALSE,America/New_York
27504,35.39963,-78.51863,Benson,NC,North Carolina,TRUE,,15057,64.7,37101,Johnston,"{""37101"": 97.15, ""37085"": 2.85}",Johnston|Harnett,37101|37085,FALSE,FALSE,America/New_York
27505,35.414,-79.00198,Broadway,NC,North Carolina,TRUE,,7541,54.1,37085,Harnett,"{""37085"": 96.27, ""37105"": 3.73}",Harnett|Lee,37085|37105,FALSE,FALSE,America/New_York
27506,35.40875,-78.73896,Buies Creek,NC,North Carolina,TRUE,,990,1397.1,37085,Harnett,"{""37085"": 100}",Harnett,37085,FALSE,FALSE,America/New_York
27507,36.51253,-78.55143,Bullock,NC,North Carolina,TRUE,,1935,13.8,37077,Granville,"{""37077"": 78.26, ""37181"": 21.74}",Granville|Vance,37077|37181,FALSE,FALSE,America/New_York
27508,35.95882,-78.25105,Bunn,NC,North Carolina,TRUE,,2409,87.9,37069,Franklin,"{""37069"": 100}",Franklin,37069,FALSE,FALSE,America/New_York
27509,36.12889,-78.77604,Butner,NC,North Carolina,TRUE,,7196,189.5,37077,Granville,"{""37077"": 100}",Granville,37077,FALSE,FALSE,America/New_York
